Ticker,Year,Market_Capitalization,Total_Debt,Cash_Equivalents,Enterprise_Value
XBP,2024,,,,
LGCL,2020,,,,
LGCL,2021,,,,
LGCL,2022,,,,
LGCL,2023,,,,
LGCL,2024,,,,
MOBX,2020,,,,
MOBX,2021,19725905.10050456,,240706.0,
MOBX,2022,20405714.30751256,,175788.0,
MOBX,2023,,,,
MOBX,2024,,10014000.0,,
MSAI,2020,,,,
MSAI,2021,34938762.278783895,,931271.0,
MSAI,2022,36096738.05009751,,222266.0,
MSAI,2023,70740722.37778905,,1155000.0,
MSAI,2024,36052030.23240939,,4358000.0,
NOVA,2020,,3271072000.0,,
NOVA,2021,,5060334000.0,,
NOVA,2022,,8330436000.0,360257000.0,
NOVA,2023,,12225511000.0,212832000.0,
NOVA,2024,,15163935000.0,211192000.0,
CLPS,2020,,,,
CLPS,2021,,,,
CLPS,2022,,,,
CLPS,2023,,,,
CLPS,2024,,,,
FCUV,2020,841300059.6866176,,,
FCUV,2021,3365704578.5703354,,,
FCUV,2022,2332533320.210984,,,
FCUV,2023,957464533.528719,,,
FCUV,2024,18435696.190001573,,,
AIXI,2020,,,,
AIXI,2021,,,,
AIXI,2022,,,,
AIXI,2023,,,,
AIXI,2024,,,,
AMPG,2020,,,199536.0,
AMPG,2021,18890624.4916256,,18018874.0,
AMPG,2022,14198010.568112647,,13290222.0,
AMPG,2023,17194205.991155718,,6726013.0,
AMPG,2024,33903029.60101383,,19315984.0,
NTWK,2020,43664631.72310378,,20166830.0,
NTWK,2021,46890969.81484187,,33705154.0,
NTWK,2022,34572195.36463721,,23963797.0,
NTWK,2023,23993503.948783007,172849.0,15533254.0,8633098.948783007
NTWK,2024,30706650.04339008,9684.0,19127165.0,11589169.04339008
KTCC,2020,83815276.64002918,,553000.0,
KTCC,2021,66682329.56995283,,3473000.0,
KTCC,2022,49556447.03256516,,1707000.0,
KTCC,2023,45055113.01026344,,3603000.0,
KTCC,2024,50818164.67225552,338206000.0,4752000.0,384272164.6722555
WYY,2020,84877938.28153023,,15996749.0,
WYY,2021,35884264.4022618,,6479980.0,
WYY,2022,16873167.311379995,,7530864.0,
WYY,2023,17702384.77869594,,,
WYY,2024,47169005.34189072,,6775139.0,
DTST,2020,18233260.476446792,107106.0,893598.0,17446768.476446792
DTST,2021,16252020.350938696,107106.0,12135803.0,4223323.350938696
DTST,2022,11469223.538253648,,2286722.0,
DTST,2023,21187625.5244494,,1428730.0,
DTST,2024,30984389.132011414,,1070097.0,
MTC,2020,,,,
MTC,2021,,,,
MTC,2022,,,,
MTC,2023,,,,
MTC,2024,,,,
OCC,2020,21919252.67899545,10023125.0,140839.0,31801538.67899545
OCC,2021,40229088.87050588,9382068.0,132249.0,49478907.87050588
OCC,2022,31077544.433698192,8719119.0,215936.0,39580727.43369819
OCC,2023,21556977.955527604,6813128.0,1468709.0,26901396.955527604
OCC,2024,19929020.046087354,,244247.0,
CXAI,2020,,,,
CXAI,2021,,,406126.0,
CXAI,2022,,,224489.0,
CXAI,2023,,,,
CXAI,2024,,,,
BTCM,2020,,,,
BTCM,2021,,,,
BTCM,2022,,,,
BTCM,2023,,,,
BTCM,2024,,,,
CPSH,2020,31888616.976190478,,195203.0,
CPSH,2021,51718957.837500535,,5050312.0,
CPSH,2022,41199032.0289527,,8266753.0,
CPSH,2023,34278379.72099471,,8813626.0,
CPSH,2024,22858552.825411186,,3280687.0,
VRAR,2020,,,,
VRAR,2021,73816471.83367993,,1771929.0,
VRAR,2022,38127473.35109088,,16249666.0,
VRAR,2023,17155970.625,,5619083.0,
VRAR,2024,32027962.79314864,,1848295.0,
TRT,2020,14101032.990663225,,,
TRT,2021,37240574.68556483,,,
TRT,2022,18927624.01257793,,7698000.0,
TRT,2023,20204438.471684933,,7583000.0,
TRT,2024,26733306.4356187,,10035000.0,
BEEM,2020,291941346.8423551,,,
BEEM,2021,192630904.5557781,,,
BEEM,2022,172103938513.1075,,,
BEEM,2023,76651184918.63966,,,
BEEM,2024,44610890.34436787,,,
BOSC,2020,,,,
BOSC,2021,,,,
BOSC,2022,,,,
BOSC,2023,,,,
BOSC,2024,,,,
INTZ,2020,5074786303.7109375,,16704000.0,
INTZ,2021,1384457641.211373,,4100000.0,
INTZ,2022,1308828739.1916912,,3015000.0,
INTZ,2023,7464380.081510544,,139000.0,
INTZ,2024,7253791.941797733,,4851000.0,
UTSI,2020,,,,
UTSI,2021,,,,
UTSI,2022,,,,
UTSI,2023,,,,
UTSI,2024,,,,
IZM,2020,,,,
IZM,2021,,,,
IZM,2022,,,,
IZM,2023,,,,
IZM,2024,,,,
EBON,2020,,,,
EBON,2021,,,,
EBON,2022,,,,
EBON,2023,,,,
EBON,2024,,,,
MOGO,2020,,,,
MOGO,2021,,,,
MOGO,2022,,,,
MOGO,2023,,,,
MOGO,2024,,,,
DAIO,2020,35313046.22557858,,14167000.0,
DAIO,2021,39579368.13963461,,14190000.0,
DAIO,2022,33375991.225334503,,11510000.0,
DAIO,2023,26885119.68298912,,,
DAIO,2024,25135130.59778058,,,
JZ,2020,,,,
JZ,2021,,,,
JZ,2022,,,,
JZ,2023,,,,
JZ,2024,,,,
BTCT,2020,,,,
BTCT,2021,,,,
BTCT,2022,,,,
BTCT,2023,6085170.710772944,,43000.0,
BTCT,2024,,,,
BLIN,2020,10097509.334022405,,861000.0,
BLIN,2021,18359982.401494663,,8852000.0,
BLIN,2022,13074196.145296874,,2856000.0,
BLIN,2023,8313251.90872933,,2377000.0,
BLIN,2024,14204410.04784636,,1390000.0,
LEDS,2020,12066600.018995147,8863000.0,2832000.0,18097600.018995147
LEDS,2021,22288814.377625786,5478000.0,4833000.0,22933814.377625786
LEDS,2022,8940231.42118681,4435000.0,4274000.0,9101231.42118681
LEDS,2023,7082981.810581684,3193000.0,2572000.0,7703981.810581684
LEDS,2024,8042247.758692502,2197000.0,1671000.0,8568247.758692503
IPM,2020,9280861.788854394,167708.0,5585420.0,3863149.788854394
IPM,2021,26550625.402267,167708.0,21636860.0,5081473.402267002
IPM,2022,14199331.844495172,236187.0,14739933.0,-304414.1555048283
IPM,2023,19196710.83024792,,13568049.0,
IPM,2024,17033175.11059649,,10588534.0,
XTKG,2020,,,,
XTKG,2021,,,,
XTKG,2022,,,,
XTKG,2023,,,,
XTKG,2024,,,,
MTEK,2020,,,,
MTEK,2021,,,,
MTEK,2022,,,,
MTEK,2023,,,,
MTEK,2024,,,,
AMOD,2020,,,,
AMOD,2021,,,877937.0,
AMOD,2022,,,,
AMOD,2023,,,171583.0,
AMOD,2024,57915570.04156967,,,
UAVS,2020,150748911593.0952,,23940333.0,
UAVS,2021,125595340027.14284,825927.0,14590566.0,125581575388.14284
UAVS,2022,,,,
UAVS,2023,11095706650.25,2190684.0,819024.0,11097078310.25
UAVS,2024,26360525.99489084,763426.0,3613996.0,23509955.99489084
SMSI,2020,1763745796.3917325,,25754000.0,
SMSI,2021,1951496682.2258503,,16078000.0,
SMSI,2022,927420518.6481204,,14026000.0,
SMSI,2023,416259978.9344101,,7125000.0,
SMSI,2024,27391264.06886485,,2808000.0,
CREX,2020,36445025.14100075,,1826000.0,
CREX,2021,51582869.69188282,,2883000.0,
CREX,2022,10335282.884010246,13079875.0,1633000.0,21782157.884010248
CREX,2023,19124350.092709064,26592000.0,2910000.0,42806350.092709064
CREX,2024,29881433.970165253,22630000.0,1037000.0,51474433.97016525
DTSS,2020,678071975.4335289,,1065936.0,
DTSS,2021,,,49676.0,
DTSS,2022,499795441.2480927,,,
DTSS,2023,65045171.68016633,,,
DTSS,2024,6178868.964537918,,,
CNTM,2020,,,,
CNTM,2021,,,,
CNTM,2022,,,5938.0,
CNTM,2023,,,5947.0,
CNTM,2024,,,,
ELSE,2020,14081710.609000228,,1090000.0,
ELSE,2021,20670638.34086264,,6713000.0,
ELSE,2022,16124679.68461234,,7646000.0,
ELSE,2023,13167028.69042294,,9870000.0,
ELSE,2024,16559917.24749379,,9948000.0,
BNAI,2020,,,,
BNAI,2021,,,861474.0,
BNAI,2022,,,,
BNAI,2023,,,,
BNAI,2024,24380481.79324285,,149273.0,
PCLA,2020,,,,
PCLA,2021,,,,
PCLA,2022,,,,
PCLA,2023,,,,
PCLA,2024,,,,
CLRO,2020,16344924.07680788,5467000.0,3803000.0,18008924.07680788
CLRO,2021,10555923.36082461,4780000.0,1071000.0,14264923.36082461
CLRO,2022,11798579.290793337,1535000.0,984000.0,12349579.290793337
CLRO,2023,13954815.941874957,0.0,17835000.0,-3880184.0581250433
CLRO,2024,13714040.051141888,,1417000.0,
NXPL,2020,6024768.30186648,,728762.0,
NXPL,2021,14691779.217871392,,17267978.0,
NXPL,2022,16847417.557894506,,18891232.0,
NXPL,2023,27594475.53388906,,26307000.0,
NXPL,2024,22734840.304706343,,19960000.0,
HTCR,2020,,,,
HTCR,2021,,4896226.0,3136839.0,
HTCR,2022,15191371.928011576,2995315.0,7177326.0,11009360.928011574
HTCR,2023,10474395.08520584,2894087.0,1012479.0,12356003.08520584
HTCR,2024,32823474.616944604,3009165.0,2121089.0,33711550.6169446
FAAS,2020,,,,
FAAS,2021,,,,
FAAS,2022,,,93344.0,
FAAS,2023,,,104859.0,
FAAS,2024,,,,
JFU,2020,,,,
JFU,2021,,,,
JFU,2022,,,,
JFU,2023,,,,
JFU,2024,,,,
TAIT,2020,,163000.0,6652000.0,
TAIT,2021,,163000.0,5974000.0,
TAIT,2022,,,5217000.0,
TAIT,2023,,,6205000.0,
TAIT,2024,,,4208000.0,
FEBO,2020,,,,
FEBO,2021,,,,
FEBO,2022,,,,
FEBO,2023,,,,
FEBO,2024,,,,
LIDR,2020,,,1250.0,
LIDR,2021,22212110561.203056,2884000.0,14183000.0,22200811561.203056
LIDR,2022,3564610905.2986445,,19064000.0,
LIDR,2023,18304337.325344898,,16932000.0,
LIDR,2024,12154833.131422477,,10266000.0,
CMBM,2020,338205290.19892526,79115000.0,,
CMBM,2021,328108422.45846945,51922000.0,,
CMBM,2022,578974698.4410022,51428000.0,,
CMBM,2023,140724370.44600275,46389000.0,,
CMBM,2024,,,,
BLBX,2020,94710145.2194686,890148.0,,
BLBX,2021,127603485.333283,,,
BLBX,2022,20381768.59533038,,,
BLBX,2023,10549425.408218956,,,
BLBX,2024,7625622.573388929,,,
APCX,2020,69830853.98112702,,57497.0,
APCX,2021,13379631.995203108,,8026.0,
APCX,2022,19979075.03027978,,3462.0,
APCX,2023,29688891.91270904,,,
APCX,2024,14671204.66639069,,,
MOB,2020,,,,
MOB,2021,,,,
MOB,2022,,,,
MOB,2023,,,,
MOB,2024,,,,
IFBD,2020,,,,
IFBD,2021,,,,
IFBD,2022,,,,
IFBD,2023,,,,
IFBD,2024,,,,
ASTC,2020,380249691.72802943,,3349000.0,
ASTC,2021,615984884.7955794,,35936000.0,
ASTC,2022,504878699.6418429,,,
ASTC,2023,13768987.831183003,,,
ASTC,2024,11941069.07228551,,,
BNZI,2020,,,1724354.0,
BNZI,2021,,,711652.0,
BNZI,2022,,,1016853.0,
BNZI,2023,4051789335.72448,,2093718.0,
BNZI,2024,8538124.273735285,,1087497.0,
DATS,2020,,,,
DATS,2021,537060757.4093643,,,
DATS,2022,78503369.20613627,,,
DATS,2023,4222457.441314995,,953362.0,
DATS,2024,4514644.574012786,,1196699.0,
VS,2020,,,,
VS,2021,,,,
VS,2022,,,,
VS,2023,3936762.529203272,,,
VS,2024,7155830.469350803,,3065914.0,
SMTK,2020,,,8441.0,
SMTK,2021,,,12226000.0,
SMTK,2022,,,4235000.0,
SMTK,2023,,,8836000.0,
SMTK,2024,7838678.779818088,,7141000.0,
SCKT,2020,15597676.988375347,,2121763.0,
SCKT,2021,31821176.97742526,,6095886.0,
SCKT,2022,14378902.170846716,,3623469.0,
SCKT,2023,8651871.668204926,,2826630.0,
SCKT,2024,10406930.451463152,,2491964.0,
SONM,2020,2763753225.8273964,547000.0,22141000.0,2742159225.8273964
SONM,2021,140791806.55624235,251000.0,11233000.0,129809806.55624235
SONM,2022,144376670.23131415,66000.0,13213000.0,131229670.23131415
SONM,2023,302467760.83056366,,9397000.0,
SONM,2024,15874733.468503356,,5343000.0,
JTAI,2020,,,,
JTAI,2021,,,614395.0,
JTAI,2022,,,211718.0,
JTAI,2023,3603134456.631251,,2100543.0,
JTAI,2024,2451588.150959158,,5872627.0,
MSN,2020,,,,
MSN,2021,17986457.292816762,,5245000.0,
MSN,2022,11403113.257401,,25576000.0,
MSN,2023,11615544.114712289,,25268000.0,
MSN,2024,8922084.405355847,,19890000.0,
WATT,2020,1764829361.497984,,50729661.0,
WATT,2021,1898587116.408026,,49071414.0,
WATT,2022,1398879206.403194,,26287293.0,
WATT,2023,9385423.589230312,,13936050.0,
WATT,2024,4554620.597746992,,1353000.0,
AMST,2020,,,,
AMST,2021,249107131.87458107,,10713091.0,
AMST,2022,69792903.1071165,,,
AMST,2023,4796614.13579843,,,
AMST,2024,10390952.28121233,,2071016.0,
AMZE,2020,,,,
AMZE,2021,,,,
AMZE,2022,15623628.769722551,,2080335.0,
AMZE,2023,11189131.7057352,,236000.0,
AMZE,2024,10627397.094124742,600000.0,156000.0,11071397.094124742
RVYL,2020,1592727498.7941575,149900.0,0.0,1592877398.7941575
RVYL,2021,1743481623.6491957,59454978.0,89559695.0,1713376906.6491957
RVYL,2022,252554309.23268735,121039647.0,13960887.0,359633069.23268735
RVYL,2023,20760126.91769247,77647000.0,12180000.0,86227126.91769247
RVYL,2024,10108086.213207075,33275000.0,2599000.0,40784086.21320707
CYN,2020,,,,
CYN,2021,1083075238028.5714,,21945981.0,
CYN,2022,323019110308.5714,,10536273.0,
CYN,2023,141558880905.0,,3591623.0,
CYN,2024,45752546.69162464,,,
CISO,2020,,,5197030.0,
CISO,2021,,5284301.0,2725035.0,
CISO,2022,5740559962.379238,4243802.0,1833163.0,5742970601.379238
CISO,2023,16317089.53709686,7748788.0,1062442.0,23003435.537096858
CISO,2024,20871662.42367938,37272.0,992589.0,19916345.42367938
OST,2020,,,,
OST,2021,,,,
OST,2022,,,,
OST,2023,,,,
OST,2024,,,,
MFI,2020,,,,
MFI,2021,,,,
MFI,2022,,,,
MFI,2023,,,,
MFI,2024,,,,
SGMA,2020,18275782.59228849,81248018.0,,
SGMA,2021,45198804.6662169,73320889.0,,
SGMA,2022,23492715.588423047,94883227.0,,
SGMA,2023,19588869.88000257,100638582.0,,
SGMA,2024,12686788.519313335,43878340.0,,
PET,2020,,,,
PET,2021,31159026.78455625,,687581.0,
PET,2022,69907996.25377917,26170000.0,38966000.0,57111996.25377917
PET,2023,66975511.17095947,50634000.0,18323000.0,99286511.17095947
PET,2024,9980977.358301727,25664000.0,5630000.0,30014977.35830173
SAIH,2020,,,,
SAIH,2021,,,28079.0,
SAIH,2022,,,,
SAIH,2023,,,,
SAIH,2024,,,,
SOBR,2020,157229318625.5,,232842.0,
SOBR,2021,249367394536.292,,882268.0,
SOBR,2022,13133305013.250624,,,
SOBR,2023,10518350845.657934,2305898.0,,
SOBR,2024,13956785.878011633,,,
WTO,2020,,,,
WTO,2021,,,,
WTO,2022,,,,
WTO,2023,,,,
WTO,2024,,,,
RIME,2020,,,345200.0,
RIME,2021,,,396579.0,
RIME,2022,1239181008.1904762,,2290483.0,
RIME,2023,491314741.1,,2894574.0,
RIME,2024,5255461.75,,,
RYDE,2020,,,,
RYDE,2021,,,,
RYDE,2022,,,,
RYDE,2023,,,,
RYDE,2024,,,,
ULY,2020,,,,
ULY,2021,,,,
ULY,2022,,,,
ULY,2023,256197483.24081445,168712000.0,37699000.0,387210483.24081445
ULY,2024,84335897.67118214,123409000.0,14054000.0,193690897.67118216
ELWS,2020,,,,
ELWS,2021,,,,
ELWS,2022,,,,
ELWS,2023,,,,
ELWS,2024,,,,
MITQ,2020,,,,
MITQ,2021,12361429.315298574,1702000.0,2340000.0,11723429.315298574
MITQ,2022,,,,
MITQ,2023,10002478.246280191,,2340000.0,
MITQ,2024,6880884.204416997,,,
ASNS,2020,,,,
ASNS,2021,,,,
ASNS,2022,49024409.44055984,,3943000.0,
ASNS,2023,2800930.440952176,7779000.0,620000.0,9959930.440952176
ASNS,2024,6120742.938713622,3304000.0,1967000.0,7457742.938713621
CYCU,2020,,,,
CYCU,2021,,,,
CYCU,2022,,,809481.0,
CYCU,2023,,204222.0,809481.0,
CYCU,2024,,,38742.0,
VERB,2020,437396220683.8096,,1815000.0,
VERB,2021,705569623001.9048,,937000.0,
VERB,2022,99636621181.33334,6820000.0,2429000.0,99641012181.33334
VERB,2023,429979571.2236763,,,
VERB,2024,3999444.590329146,,8495000.0,
FRGT,2020,,,,
FRGT,2021,,,,
FRGT,2022,,,,
FRGT,2023,,,,
FRGT,2024,3758747.022064423,,204032.0,
IMTE,2020,,,,
IMTE,2021,,,,
IMTE,2022,,,,
IMTE,2023,,,,
IMTE,2024,,,,
RTC,2020,,,,
RTC,2021,,,,
RTC,2022,,,,
RTC,2023,,,,
RTC,2024,,,,
SYTA,2020,,,,
SYTA,2021,,,,
SYTA,2022,,,,
SYTA,2023,,,,
SYTA,2024,,,,
TAOP,2020,,,,
TAOP,2021,,,,
TAOP,2022,,,,
TAOP,2023,,,,
TAOP,2024,,,,
IDAI,2020,,,,
IDAI,2021,393276221.5608448,,3475695.0,
IDAI,2022,13758531.001727805,1742723.0,1254494.0,14246760.001727805
IDAI,2023,9654883.927430555,1840342.0,3140747.0,8354478.927430555
IDAI,2024,666981.4201671481,1905604.0,2783321.0,-210735.5798328519
BOXL,2020,,32994000.0,13460000.0,
BOXL,2021,,,17938000.0,
BOXL,2022,,85915000.0,14591000.0,
BOXL,2023,,82912000.0,17253000.0,
BOXL,2024,,39134000.0,8007000.0,
PRSO,2020,212503199.89585876,,5889000.0,
PRSO,2021,495254836782.17816,,5893000.0,
PRSO,2022,472407540.84886825,,1828000.0,
PRSO,2023,4552599.980354309,,1583000.0,
PRSO,2024,2466699.7598171234,,3344000.0,
FTFT,2020,4832165077.142858,,9788041.0,
FTFT,2021,3739473441.607143,,50273517.0,
FTFT,2022,282721644.85714287,,,
FTFT,2023,179454909.35181168,,,
FTFT,2024,68852555.94413531,,,
MYSZ,2020,1139637036.5124512,,1689000.0,
MYSZ,2021,1986038774.8186717,,10670000.0,
MYSZ,2022,30998926.95673879,376000.0,2100000.0,29274926.95673879
MYSZ,2023,13733988.758665895,625000.0,2187000.0,12171988.758665895
MYSZ,2024,2867501.010001704,395000.0,4880000.0,-1617498.989998296
OBLG,2020,22552151058.857143,3246000.0,,
OBLG,2021,9878064556.571428,403000.0,,
OBLG,2022,187065090.0,,,
OBLG,2023,65054071.68288384,,,
OBLG,2024,3145579.994578076,,4965000.0,
AUUD,2020,,,,
AUUD,2021,5408869803.089286,,,
AUUD,2022,5727491805.656028,,,
AUUD,2023,80898057.95417023,,,
AUUD,2024,35421627.62071257,,2706319.0,
SOPA,2020,,,,
SOPA,2021,1763326992.7015371,,23264777.0,
SOPA,2022,454107972.0117831,28164.0,18930986.0,435205150.0117831
SOPA,2023,127833785.83417788,,3628670.0,
SOPA,2024,2601984.022266631,,7630079.0,
ASTI,2020,,,167725.0,
ASTI,2021,,,5961760.0,
ASTI,2022,964149312000.0,,11483018.0,
ASTI,2023,169041789.34463158,,1048733.0,
ASTI,2024,2306233.9697118043,15299566.0,3170743.0,14435056.969711803
CETX,2020,1076568283875.0,,19490061.0,
CETX,2021,1261701092065.75,,15426976.0,
CETX,2022,251492967337.5,,10610181.0,
CETX,2023,10734306441.333008,,5329910.0,
CETX,2024,23329.825760495663,23199526.0,3897511.0,19325344.825760495
OLB,2020,261255905.20129368,,3824491.0,
OLB,2021,329892294.23169863,,3470339.0,
OLB,2022,119670755.53590044,,434026.0,
OLB,2023,134387895.56857836,,179006.0,
OLB,2024,3398118.0605421066,,27436.0,
TGL,2020,,,,
TGL,2021,,,,
TGL,2022,65923199612.5,,1845232.0,
TGL,2023,5082696969.700001,,4593634.0,
TGL,2024,10022256.445951773,,,
SVRE,2020,,,,
SVRE,2021,,,,
SVRE,2022,,,,
SVRE,2023,,,,
SVRE,2024,,,,
WLDS,2020,,,,
WLDS,2021,,,,
WLDS,2022,,,,
WLDS,2023,,,,
WLDS,2024,,,,
MRIN,2020,101091535.7142857,,14280000.0,
MRIN,2021,344389928.984642,,46842000.0,
MRIN,2022,105293571.05666114,,27957000.0,
MRIN,2023,40389405.18510342,,11363000.0,
MRIN,2024,,,,
AGMH,2020,,,,
AGMH,2021,,,,
AGMH,2022,,,,
AGMH,2023,,,,
AGMH,2024,,,,
KNW,2020,33005297.028361347,,4298179.0,
KNW,2021,58572091.55254725,,12258218.0,
KNW,2022,55957357.68885875,,12593692.0,
KNW,2023,36787281.97694343,,8023716.0,
KNW,2024,18751411.57974657,,3110755.0,
SGN,2020,,,,
SGN,2021,,,,
SGN,2022,,,,
SGN,2023,480568477.2834892,5917080.0,1123529.0,485362028.2834892
SGN,2024,2191814.3312269747,,181271.0,
ATCH,2020,,,,
ATCH,2021,,,,
ATCH,2022,,,,
ATCH,2023,2283231565.570832,,619554.0,
ATCH,2024,,,,
SUNE,2020,,,13092484.0,
SUNE,2021,,,3491160.0,
SUNE,2022,1887336841790.191,,2187540.0,
SUNE,2023,945922107168.6094,,3575283.0,
SUNE,2024,523680609.0320923,,839268.0,
